source,headline,headline_processed,headline_length,unique_words,buzzword_frequency,word_length,word_length_processed,upper_words,sensational
Associated Press,Israeli airstrikes on Gaza resume after weeklong truce with Hamas ends,isra airstrik gaza resum weeklong truce hama end,11,1.0,0.0,5.454545454545454,5.125,0.0,0
Associated Press,"Flu is on the rise while RSV infections may be peaking, US health officials say",flu rise rsv infect may peak u health offici say,15,1.0,0.06666666666666667,4.333333333333333,3.9,0.13333333333333333,0
Associated Press,Can The Oscars Telecast Solve Its Dwindling Viewership Problem By Starting Earlier? We’ll Find Out.,oscar telecast solv dwindl viewership problem start earlier well find,15,1.0,0.06666666666666667,5.666666666666667,6.0,0.0,0
Associated Press,Federal Judge Blocks Montana’s TikTok Ban,feder judg block montana tiktok ban,6,1.0,0.0,6.0,5.0,0.0,0
Associated Press,Report: Belief death penalty is applied unfairly shows capital punishment's growing isolation in US,report belief death penalti appli unfairli show capit punish grow isol u,14,1.0,0.0,6.142857142857143,5.083333333333333,0.07142857142857142,0
Associated Press,"Top world leaders talk of climate crisis at UN summit. They say they must act on fossil fuels, war",top world leader talk climat crisi un summit say must act fossil fuel war,19,1.0,0.05263157894736842,4.2105263157894735,4.285714285714286,0.05263157894736842,0
Associated Press,The resumption of the Israel-Hamas war casts long shadow over Dubai's COP28 climate talks,resumpt israelhama war cast long shadow dubai cop climat talk,14,1.0,0.0,5.428571428571429,5.2,0.07142857142857142,0
Associated Press,What if Donald Trump is convicted? The 2024 Republican convention rules don't address the issue,donald trump convict republican convent rule dont address issu,15,1.0,0.0,5.4,6.0,0.0,0
Associated Press,An appeals court reinstates gag order that barred Trump from maligning court staff in NY fraud trial,appeal court reinstat gag order bar trump malign court staff ny fraud trial,17,0.9230769230769231,0.0,4.9411764705882355,4.846153846153846,0.058823529411764705,0
Associated Press,Santos hangs by thread...,santo hang thread,4,1.0,0.0,5.5,5.0,0.0,0
Associated Press,"Actress Frances Sternhagen, 93",actress franc sternhagen,4,1.0,0.0,6.75,7.333333333333333,0.0,0
Associated Press,"UN weather agency says 2023 is the hottest year on record, warns of further climate extremes ahead",un weather agenc say hottest year record warn climat extrem ahead,17,1.0,0.058823529411764705,4.823529411764706,5.0,0.058823529411764705,0
Associated Press,A Jewish pioneer...,jewish pioneer,3,1.0,0.0,5.666666666666667,6.5,0.3333333333333333,0
Associated Press,Israel releases more Palestinian prisoners on sixth day of Gaza truce after Hamas frees 16 hostages,israel releas palestinian prison sixth day gaza truce hama free hostag,16,1.0,0.0625,5.25,5.454545454545454,0.0,0
Associated Press,Astronomers Discover Star With 6 Planets That Orbit Perfectly in Sync...,astronom discov star planet orbit perfectli sync,11,1.0,0.0,5.636363636363637,6.0,0.0,0
Associated Press,Pope punishes leading critic in second action against conservative American...,pope punish lead critic second action conserv american,10,1.0,0.0,6.9,5.875,0.0,0
Associated Press,Biden targets Boebert in her district in fresh political attack on Republicans...,biden target boebert district fresh polit attack republican,12,1.0,0.0,5.833333333333333,6.5,0.0,0
Associated Press,US military Osprey aircraft with 6 aboard crashes off southern Japan...,u militari osprey aircraft aboard crash southern japan,11,1.0,0.0,5.545454545454546,5.875,0.09090909090909091,0
Associated Press,"Mark Cuban working on $3.5B sale of Dallas Mavericks to Sands casino family, AP source says",mark cuban work b sale dalla maverick sand casino famili ap sourc say,16,1.0,0.0625,4.75,4.384615384615385,0.125,0
Associated Press,Texas women who could not get abortions despite health risks take challenge to state's Supreme Court,texa woman could get abort despit health risk take challeng state suprem court,16,1.0,0.0625,5.3125,5.076923076923077,0.0,0
Associated Press,3 young Palestinian men were shot in Vermont. Their families thought the US would be safer,young palestinian men shot vermont famili thought u would safer,16,1.0,0.0,4.6875,5.4,0.0625,0
Associated Press,“Authentic” Is Merriam-Webster’s Word Of The Year 2023,authent merriamwebst word year,8,1.0,0.0,5.875,6.75,0.0,0
Associated Press,Tensions at Arizona farms as foreign firms exploit water...,tension arizona farm foreign firm exploit water,9,1.0,0.0,5.666666666666667,5.857142857142857,0.0,0
Associated Press,"France to ban smoking on beaches at it seeks to avoid 75,000 tobacco-related deaths per year",franc ban smoke beach seek avoid tobaccorel death per year,16,1.0,0.0,4.8125,4.9,0.0,0
Associated Press,Freed Israeli hostage describes deteriorating conditions while being held by Hamas,freed isra hostag describ deterior condit held hama,11,1.0,0.0,6.545454545454546,5.5,0.0,0
Associated Press,"As Dubai prepares for COP28, some world leaders signal they won't attend climate talks",dubai prepar cop world leader signal wont attend climat talk,14,1.0,0.0,5.214285714285714,5.1,0.07142857142857142,0
Associated Press,"Israel and Hamas extend their truce, but it seems only a matter of time before the war resumes",israel hama extend truce seem matter time war resum,18,1.0,0.0,4.277777777777778,4.777777777777778,0.0,0
Associated Press,"41 workers trapped in a collapsed tunnel in India for 17 days are on verge of rescue, official says",worker trap collaps tunnel india day verg rescu offici say,19,1.0,0.10526315789473684,4.2631578947368425,4.9,0.0,0
Associated Press,The Don hints at expanded role for military within USA...,hint expand role militari within usa,10,1.0,0.0,4.8,5.166666666666667,0.1,0
Associated Press,"With antisemitism rising as Israel-Hamas war rages, Europe's Jews worry...",antisemit rise israelhama war rage europ jew worri,10,1.0,0.0,6.5,5.375,0.0,0
Associated Press,"Israeli forces kill at least 8 Palestinians in surging West Bank violence, health officials say",isra forc kill least palestinian surg west bank violenc health offici say,15,1.0,0.06666666666666667,5.4,5.166666666666667,0.0,0
Associated Press,Santos expects to be kicked out of Congress as expulsion vote looms...,santo expect kick congress expuls vote loom,12,1.0,0.0,4.916666666666667,5.285714285714286,0.0,0
Associated Press,The Don looks to upstage at her alma mater's football game...,look upstag alma mater footbal game,11,1.0,0.0,4.636363636363637,5.0,0.0,0
Associated Press,ESCAPE FROM HELL,escap hell,3,1.0,0.0,4.666666666666667,4.5,1.0,0
Associated Press,Ex-officer convicted in George Floyd killing stabbed in prison...,exoffic convict georg floyd kill stab prison,9,1.0,0.0,6.333333333333333,5.428571428571429,0.0,0
Associated Press,NBA investigating allegations of player having inappropriate relationship with minor...,nba investig alleg player inappropri relationship minor,10,1.0,0.0,7.8,7.0,0.1,0
Associated Press,CEASE-FIRE BEGINS,ceasefir begin,2,1.0,0.0,8.0,6.5,1.0,0
Associated Press,South African Olympic runner Oscar Pistorius granted parole 10 years after killing his girlfriend,south african olymp runner oscar pistoriu grant parol year kill girlfriend,14,1.0,0.0,6.0,5.818181818181818,0.0,0
Associated Press,"DDG founder says Google's phone, manufacturing partnerships thwart competition",ddg founder say googl phone manufactur partnership thwart competit,9,1.0,0.1111111111111111,7.777777777777778,6.444444444444445,0.1111111111111111,0
Associated Press,Qatar says Gaza cease-fire will begin at Friday morning...,qatar say gaza ceasefir begin friday morn,9,1.0,0.1111111111111111,5.555555555555555,5.0,0.0,0
Associated Press,Israel unveils what it claims is a major Hamas militant hideout beneath Gaza City's Shifa Hospital,israel unveil claim major hama milit hideout beneath gaza citi shifa hospit,16,1.0,0.0,5.1875,5.333333333333333,0.0,0
Associated Press,Europe Jolted!,europ jolt,2,1.0,0.0,6.5,4.5,0.0,0
Associated Press,"JFK assassination remembered 60 years later by surviving witnesses to history, including AP reporter",jfk assassin rememb year later surviv wit histori includ ap report,14,1.0,0.0,6.214285714285714,5.090909090909091,0.14285714285714285,0
Associated Press,"2 dead after vehicle explodes at Rainbow Bridge border crossing in Niagara Falls, official says",dead vehicl explod rainbow bridg border cross niagara fall offici say,15,1.0,0.06666666666666667,5.4,5.363636363636363,0.0,0
Associated Press,"Israel and Hamas call a truce to free hostages in swap for prisoners, and allow more aid into Gaza",israel hama call truce free hostag swap prison allow aid gaza,19,1.0,0.0,4.2105263157894735,4.636363636363637,0.0,0
Associated Press,2 charged with operating Virginia sex ring that catered to wealthy clients will remain behind bars for now,charg oper virginia sex ring cater wealthi client remain behind bar,18,1.0,0.0,4.944444444444445,5.181818181818182,0.0,0
Associated Press,"At Last, Native American Playwrights Are Getting The Chance To Tell Their Peoples’ Own Stories",last nativ american playwright get chanc tell peopl stori,15,1.0,0.13333333333333333,5.333333333333333,5.444444444444445,0.0,0
Associated Press,Record crowds take to air and roads for Thanksgiving...,record crowd take air road thanksgiv,9,1.0,0.0,5.222222222222222,5.166666666666667,0.0,0
Associated Press,Exploding population of 'super pigs' threatening to spill into US states...,explod popul super pig threaten spill u state,11,1.0,0.0,5.909090909090909,4.75,0.09090909090909091,0
Associated Press,Biden's plan would raise salaries for Head Start teachers but could leave fewer spots for kids,biden plan would rais salari head start teacher could leav fewer spot kid,16,1.0,0.0625,4.9375,4.6923076923076925,0.0,0
Associated Press,Israeli approves cease-fire with Hamas...,isra approv ceasefir hama,5,1.0,0.0,7.4,5.5,0.0,0
Associated Press,"Largest crypto exchange Binance fined $4 billion, CEO pleads guilty to not stopping money laundering",largest crypto exchang binanc fine billion ceo plead guilti stop money launder,15,1.0,0.0,5.733333333333333,5.583333333333333,0.06666666666666667,0
Associated Press,South Carolina Board Of Education Considers “Age Appropriate” Standards To Keep Books Out Of Libraries,south carolina board educ consid age appropri standard keep book librari,15,1.0,0.0,5.866666666666666,5.636363636363637,0.0,0
Associated Press,Gaza health officials say they lost the ability to count dead as Israeli offensive intensifies,gaza health offici say lost abil count dead isra offens intensifi,15,1.0,0.06666666666666667,5.333333333333333,5.0,0.0,0
Associated Press,Boston Bruins forward Milan Lucic pleads not guilty to assaulting wife,boston bruin forward milan lucic plead guilti assault wife,11,1.0,0.0,5.454545454545454,5.555555555555555,0.0,0
Associated Press,"60 years after JFK's death, today's Kennedys choose other paths to public service",year jfk death today kennedi choos path public servic,13,1.0,0.0,5.3076923076923075,5.0,0.0,0
Associated Press,Ramaswamy struggles to gain traction as critics question his path ahead...,ramaswami struggl gain traction critic question path ahead,11,1.0,0.0,5.818181818181818,6.375,0.0,0
Associated Press,Record crowds take to air and roads for Thanksgiving...,record crowd take air road thanksgiv,9,1.0,0.0,5.222222222222222,5.166666666666667,0.0,0
Associated Press,"10 years later, a war-weary Ukraine reflects on events that began its collision course with Russia",year later warweari ukrain reflect event began collis cours russia,16,1.0,0.0,5.1875,5.7,0.0,0
Associated Press,Rosalynn Carter's advocacy for mental health was rooted in compassion and perseverance,rosalynn carter advocaci mental health root compass persever,12,1.0,0.0,6.25,6.625,0.0,0
Associated Press,Climate change hits women's health harder. Activists want leaders to address it at COP28,climat chang hit woman health harder activist want leader address cop,14,1.0,0.07142857142857142,5.357142857142857,5.363636363636363,0.07142857142857142,0
Associated Press,"Trump, on Biden's 81st birthday, releases doctor's note that says he's in 'excellent' health",trump biden st birthday releas doctor note say he excel health,14,1.0,0.07142857142857142,5.642857142857143,4.7272727272727275,0.0,0
Associated Press,No more Thanksgiving 'food orgy'? New obesity meds change holiday meals...,thanksgiv food orgi new obes med chang holiday meal,11,1.0,0.09090909090909091,5.818181818181818,4.777777777777778,0.0,0
Associated Press,Miss Nicaragua Sheynnis Palacios Wins Miss Universe Crown,miss nicaragua sheynni palacio win miss univers crown,8,0.875,0.0,6.25,5.75,0.0,0
Associated Press,Montana farmer stands between Republicans and Senate control...,montana farmer stand republican senat control,8,1.0,0.0,7.0,6.666666666666667,0.0,0
Associated Press,Houthi rebels hijack ship in Red Sea...,houthi rebel hijack ship red sea,7,1.0,0.0,4.714285714285714,4.5,0.0,0
Associated Press,An appeals court is set to hear arguments asking for Trump's gag order to be put back in place,appeal court set hear argument ask trump gag order put back place,19,1.0,0.0,4.0,4.5,0.0,0
Associated Press,Right-wing populist Milei set to take Argentina down uncharted path: 'No room for lukewarm measures',rightw populist milei set take argentina unchart path room lukewarm measur,15,1.0,0.0,5.733333333333333,5.818181818181818,0.0,0
Associated Press,Populist Javier Milei WINS Argentina presidency amid discontent over economy...,populist javier milei win argentina presid amid discont economi,10,1.0,0.0,7.0,6.111111111111111,0.1,0
Associated Press,Dogs coming down with unusual respiratory illness...,dog come unusu respiratori ill,7,1.0,0.0,6.571428571428571,5.2,0.0,0
Associated Press,Australia says its navy divers injured by Chinese 'unsafe' use of sonar...,australia say navi diver injur chines unsaf use sonar,12,1.0,0.08333333333333333,5.25,5.0,0.0,0
Associated Press,"Taylor Swift fan dies at Rio concert as fans complain about high temps, lack of water...",taylor swift fan dy rio concert fan complain high temp lack water,16,0.9166666666666666,0.0,4.5625,4.5,0.0,0
Associated Press,Milei echoes Trump with fraud claims that inject uncertainty into Argentina's presidential runoff...,milei echo trump fraud claim inject uncertainti argentina presidenti runoff,13,1.0,0.0,6.769230769230769,6.6,0.0,0
Associated Press,Shooter kills 1 before being fatally shot by trooper at New Hampshire psychiatric hospital,shooter kill fatal shot trooper new hampshir psychiatr hospit,14,1.0,0.07142857142857142,5.5,5.888888888888889,0.0,0
Associated Press,"Salmonella in cantaloupes sickens dozens in 15 states, U.S. health officials say",salmonella cantaloup sicken dozen state u health offici say,12,1.0,0.08333333333333333,5.75,5.666666666666667,0.08333333333333333,0
Associated Press,K-Pop star Rose joins first lady Jill Biden to talk mental health,kpop star rose join first ladi jill biden talk mental health,12,1.0,0.0,4.5,4.545454545454546,0.0,0
Associated Press,"The flu is soaring in seven US states and rising in others, health officials say",flu soar seven u state rise other health offici say,15,1.0,0.06666666666666667,4.4,4.2,0.06666666666666667,0
Associated Press,Cambodia Is Doing Mass Evictions Of Families Living At Angkor Wat,cambodia mass evict famili live angkor wat,11,1.0,0.0,5.0,5.142857142857143,0.0,0
Associated Press,Sean 'Diddy' Combs Accused Of Years Of Rape And Abuse By Singer Cassie In Lawsuit,sean diddi comb accus year rape abus singer cassi lawsuit,15,1.0,0.0,4.466666666666667,4.8,0.0,0
Associated Press,Las Vegas Grand Prix expected to smash Formula One betting records,la vega grand prix expect smash formula one bet record,11,1.0,0.09090909090909091,5.090909090909091,4.5,0.0,0
Associated Press,"Corporate, global leaders peer into a future expected to be reshaped by AI, for better or worse",corpor global leader peer futur expect reshap ai better wors,17,1.0,0.0,4.647058823529412,5.1,0.058823529411764705,0
Associated Press,Massachusetts lawmakers fail to approve $250M in emergency shelter aid,massachusett lawmak fail approv emerg shelter aid,10,1.0,0.0,6.1,6.142857142857143,0.1,0
Associated Press,Tenn. teacher charged in paddling elementary student...,tenn teacher charg paddl elementari student,7,1.0,0.0,7.0,6.333333333333333,0.0,0
Associated Press,Ohio commission approves fracking in state parks and wildlife areas,ohio commiss approv frack state park wildlif area,10,1.0,0.0,5.8,5.25,0.0,0
Associated Press,"Xi-Biden meeting seen as putting rocky relations back on course, though main differences remain",xibiden meet seen put rocki relat back cours though main differ remain,14,1.0,0.0,5.857142857142857,4.916666666666667,0.0,0
Associated Press,Thousands of STARBUCKS workers to go on one-day strike...,thousand starbuck worker go oneday strike,9,1.0,0.0,5.444444444444445,6.0,0.1111111111111111,0
Associated Press,"Justin Torres, Ned Blackhawk, Craig Santos Perez, Dan Santat Win 2023 National Book Awards",justin torr ned blackhawk craig santo perez dan santat win nation book award,14,1.0,0.0,5.5,4.923076923076923,0.0,0
Associated Press,"More pandas will be coming to the US, China's president signals",panda come u china presid signal,11,1.0,0.0,4.818181818181818,4.5,0.09090909090909091,0
Associated Press,Protest outside DNC headquarters in Washington turns violent...,protest outsid dnc headquart washington turn violent,8,1.0,0.0,7.0,6.571428571428571,0.125,0
Associated Press,Warriors' Draymond Green suspended 5 games for grabbing Rudy Gobert; 3 players fined,warrior draymond green suspend game grab rudi gobert player fine,13,1.0,0.0,5.538461538461538,5.5,0.0,0
Associated Press,Biden and Xi agree to restore some military-to-military communications between the US and China,biden xi agre restor militarytomilitari commun u china,14,1.0,0.0,5.857142857142857,5.875,0.07142857142857142,0
Associated Press,Disney To DeSantis: We Add $40 Billion To Florida’s Economy,disney desanti add billion florida economi,10,1.0,0.0,5.0,6.166666666666667,0.0,0
Buzzfeed,60 Gifts You Basically Can’t Go Wrong With,gift basic cant go wrong,8,1.0,0.125,4.375,4.0,0.0,1
Buzzfeed,"""Sprinkle A Little Pepper Under His Nose Right Before He Climaxes"" — 17 Pieces Of Sex Advice That Make Me Regret Learning To Read",sprinkl littl pepper nose right climax piec sex advic make regret learn read,24,1.0,0.041666666666666664,4.416666666666667,4.923076923076923,0.041666666666666664,1
Buzzfeed,The Absolute Funniest Reactions To George Santos Being Expelled From Congress,absolut funniest reaction georg santo expel congress,11,1.0,0.0,6.090909090909091,6.571428571428571,0.0,1
Buzzfeed,"Three Random Cities, Boygenius, Or Troye Sivan: Here Are The Funniest Gay Tweets About Spotify Wrapped",three random citi boygeniu troy sivan funniest gay tweet spotifi wrap,16,1.0,0.0,5.4375,5.363636363636363,0.0,1
Buzzfeed,41 Futuristic Gifts That’ll Make Them Feel Like They're Living In 3023,futurist gift thatll make feel like theyr live,12,1.0,0.25,4.916666666666667,4.875,0.0,1
Buzzfeed,39 Cleaning Products If You’re Determined To Expend As Little Effort As Possible,clean product your determin expend littl effort possibl,13,1.0,0.0,5.230769230769231,6.0,0.0,1
Buzzfeed,35 Home Office Items Reviewers Literally Called “Lifesavers”,home offic item review liter call lifesav,8,1.0,0.125,6.625,5.0,0.0,1
Buzzfeed,32 Products For Anyone Who Likes To Spend Friday Night Inside (And Preferably Alone),product anyon like spend friday night insid prefer alon,14,1.0,0.0,5.071428571428571,5.222222222222222,0.0,1
Buzzfeed,34 Cozy Home Products That Will Make You Want To Burrow In And Never Ever Leave,cozi home product make want burrow never ever leav,16,1.0,0.1875,4.0,4.666666666666667,0.0,1
Buzzfeed,32 Quirky Stocking Stuffers For The Even Quirkier People In Your Life,quirki stock stuffer even quirkier peopl life,12,1.0,0.08333333333333333,4.833333333333333,5.571428571428571,0.0,1
Buzzfeed,"If Traveling Brings Out The Miserable Squidward In You, You Might Need These 38 Products",travel bring miser squidward might need product,15,1.0,0.0,4.933333333333334,5.857142857142857,0.0,1
Buzzfeed,"56 Things People Posted On The Internet This Month That I Laughed At Really, Really, Really, Really, Really, Really, Really Hard",thing peopl post internet month laugh realli realli realli realli realli realli realli hard,21,0.5714285714285714,0.42857142857142855,5.142857142857143,5.571428571428571,0.047619047619047616,1
Buzzfeed,31 Products So Great Parents Have Basically Written Them Love Letters,product great parent basic written love letter,11,1.0,0.0,5.363636363636363,5.714285714285714,0.0,1
Buzzfeed,"32 Splurge-Worthy Gifts So Amazing, You May Not Be Able To Wait Until Christmas To Give Them",splurgeworthi gift amaz may abl wait christma give,17,1.0,0.058823529411764705,4.470588235294118,5.375,0.0,1
Buzzfeed,"If You Get Deep Satisfaction From Organizing Your Home, You Need These 38 Products",get deep satisfact organ home need product,14,1.0,0.14285714285714285,4.928571428571429,5.142857142857143,0.0,1
Buzzfeed,"30 Beauty Products So Easy To Use, They’ll Help You Actually Achieve A 5-Minute Morning Routine",beauti product easi use theyll help actual achiev minut morn routin,16,1.0,0.0,5.0,5.181818181818182,0.0625,1
Buzzfeed,"34 Personalized Gifts That’ll Make Them Think, “Wow, They Get Me”",person gift thatll make think wow get,11,1.0,0.36363636363636365,5.0,4.428571428571429,0.0,1
Buzzfeed,53 Products With Before And Afters That Will Make You Want To Track Delivery,product after make want track deliveri,14,1.0,0.14285714285714285,4.5,5.5,0.0,1
Buzzfeed,Give The Perfect Secret Santa Gift With These 46 Budget-Friendly Finds,give perfect secret santa gift budgetfriendli find,11,1.0,0.18181818181818182,5.454545454545454,6.285714285714286,0.0,1
Buzzfeed,Get Your Nostalgic Fix With These 29 Oh-So-Retro Finds,get nostalg fix ohsoretro find,9,1.0,0.1111111111111111,5.111111111111111,5.2,0.0,1
Buzzfeed,63 Travel Products That'll Make You Feel As Prepared As A Flight Attendant,travel product thatll make feel prepar flight attend,13,1.0,0.15384615384615385,4.769230769230769,5.625,0.07692307692307693,1
Buzzfeed,32 Gifts For Kids That'll Win You Favorite Aunt/Uncle Status,gift kid thatll win favorit auntuncl statu,10,1.0,0.2,5.1,5.142857142857143,0.0,1
Buzzfeed,37 Products With Some Real Snuggle Up Vibes,product real snuggl vibe,8,1.0,0.0,4.5,5.25,0.0,1
Buzzfeed,"49 Purchases That Basically Say ""Yes, I Am An Adult Living In An Adult Place""",purchas basic say ye adult live adult place,15,0.875,0.06666666666666667,4.2,4.5,0.06666666666666667,1
Buzzfeed,Just 31 Pieces Of Decor To Add Some Character To Your Living Space,piec decor add charact live space,13,1.0,0.0,4.153846153846154,4.666666666666667,0.0,1
Buzzfeed,35 Gifts That Even Incredibly Picky People Will Actually Love,gift even incred picki peopl actual love,10,1.0,0.3,5.2,4.857142857142857,0.0,1
Buzzfeed,11 Most Out-Of-Touch Celeb Moments Of 2023,outoftouch celeb moment,7,1.0,0.0,5.142857142857143,7.0,0.0,1
Buzzfeed,Just 26 Aesthetically Pleasing Pet Products Reviewers Really Love,aesthet pleas pet product review realli love,9,1.0,0.1111111111111111,6.333333333333333,5.428571428571429,0.0,1
